epoch,train_loss,train_acc,val_loss,val_top1_acc,val_top5_acc,elapsed_s,val_macro_f1
1,1.5773506591149038,0.595737614970328,1.3909656938552857,0.6342,0.8592,3157.384464263916,0.31295084776003157
2,1.058353048076588,0.7127716847600758,1.2182735334714254,0.6744666666666667,0.8845333333333333,2939.154328107834,0.36754075619830834
3,0.8320627172712904,0.768528812971974,1.120874823919932,0.7027333333333333,0.8945333333333333,2965.2020456790924,0.42742488336038237
4,0.6464379448937937,0.8160062211349446,1.036494193426768,0.7253333333333334,0.9078,2982.6207160949707,0.4788788713728721
5,0.4916548658785551,0.8578813075109478,0.9764875500679017,0.7462666666666666,0.9148,2952.2405495643616,0.5138120893232907
6,0.3854286039240659,0.8873760053135423,0.9754841910998027,0.7501333333333333,0.9175333333333333,3030.6449933052063,0.5075305674078074
